Process Type,Scheduler Type,Iterations,Num Simultaneous Processes,Wall,User,System,CPU,I-Switched,V-switched
MIXED,SCHED_FIFO,1,20,43.04,156.49,0.05,363%,157,67
MIXED,SCHED_FIFO,1,20,42.9,158.76,0.09,370%,160,66
MIXED,SCHED_FIFO,1,20,43.4,159.05,0.07,366%,157,84
MIXED,SCHED_FIFO,1,20,43.82,152.01,0.08,347%,140,68
MIXED,SCHED_FIFO,1,20,43.73,155.23,0.03,355%,146,69
MIXED,SCHED_FIFO,1,20,44.25,157.99,0.09,357%,149,68
MIXED,SCHED_FIFO,1,20,44.29,158.36,0.07,357%,154,65
MIXED,SCHED_FIFO,1,20,44.22,156.4,0.07,353%,152,69
MIXED,SCHED_FIFO,1,20,43.75,149.98,0.07,342%,137,71
MIXED,SCHED_FIFO,1,20,42.67,156.06,0.02,365%,157,67
MIXED,SCHED_FIFO,1,20,45.54,158.03,0.08,347%,149,64
MIXED,SCHED_FIFO,1,20,44.35,157.07,0.07,354%,150,67
MIXED,SCHED_FIFO,1,20,43.63,154.6,0.08,354%,149,71
MIXED,SCHED_FIFO,1,20,43.11,154.5,0.03,358%,152,87
MIXED,SCHED_FIFO,1,20,42.97,154.97,0.1,360%,149,71
MIXED,SCHED_FIFO,1,20,44.95,157.6,0.08,350%,145,69
MIXED,SCHED_FIFO,1,20,44.91,156,0.09,347%,149,79
MIXED,SCHED_FIFO,1,20,45.55,158.02,0.08,347%,151,140
MIXED,SCHED_FIFO,1,20,44.89,156.19,0.05,348%,146,70
MIXED,SCHED_FIFO,1,20,43.27,155.62,0.08,359%,149,69
MIXED,SCHED_FIFO,1,20,43.01,157.35,0.05,365%,159,86
MIXED,SCHED_FIFO,1,20,43.11,156.33,0.09,362%,150,82
MIXED,SCHED_FIFO,1,20,43.18,158.85,0.05,368%,157,66
MIXED,SCHED_FIFO,1,20,44.35,155.28,0.09,350%,145,67
MIXED,SCHED_FIFO,1,20,43.25,150.36,0.08,347%,138,70
MIXED,SCHED_FIFO,1,20,44.1,162.8,0.05,369%,160,80
MIXED,SCHED_FIFO,1,20,43.91,159.5,0.08,363%,153,67
MIXED,SCHED_FIFO,1,20,45.21,162.6,0.04,359%,161,83
MIXED,SCHED_FIFO,1,20,45.14,161.04,0.09,356%,157,66
MIXED,SCHED_FIFO,1,20,45.4,164.52,0.04,362%,159,67
MIXED,SCHED_FIFO,1,20,43.29,161.83,0.02,373%,164,64
MIXED,SCHED_FIFO,1,20,46.65,161.51,0.09,346%,149,68
MIXED,SCHED_FIFO,1,20,44.09,159.1,0.08,360%,153,95
MIXED,SCHED_FIFO,1,20,45.11,161.97,0.05,359%,157,68
MIXED,SCHED_FIFO,1,20,45.92,164.85,0.05,359%,161,69
MIXED,SCHED_FIFO,1,20,43.23,160.2,0.02,370%,161,68
MIXED,SCHED_FIFO,1,20,45.23,164.01,0.05,362%,161,81
MIXED,SCHED_FIFO,1,20,45.11,161.87,0.07,358%,156,71
MIXED,SCHED_FIFO,1,20,45.43,163.94,0.08,361%,162,67
MIXED,SCHED_FIFO,1,20,44.71,160.93,0.08,360%,158,70
MIXED,SCHED_FIFO,1,20,44.15,164.58,0.06,372%,165,103
MIXED,SCHED_FIFO,1,20,44.5,161.92,0.06,363%,161,69
MIXED,SCHED_FIFO,1,20,44.28,164.31,0.05,371%,162,67
MIXED,SCHED_FIFO,1,20,46.99,164.29,0.05,349%,156,68
MIXED,SCHED_FIFO,1,20,44.99,161.47,0.04,358%,157,67
MIXED,SCHED_FIFO,1,20,44.55,159.29,0.07,357%,154,68
MIXED,SCHED_FIFO,1,20,45.77,163.07,0.05,356%,159,66
MIXED,SCHED_FIFO,1,20,46.65,162.36,0.12,348%,149,71
MIXED,SCHED_FIFO,1,20,43.33,157.26,0.07,363%,153,66
MIXED,SCHED_FIFO,1,20,46.46,160.33,0.08,345%,145,68
MIXED,SCHED_FIFO,1,20,45.97,161.48,0.06,351%,154,68
MIXED,SCHED_FIFO,1,20,46.46,163.77,0.05,352%,157,69
MIXED,SCHED_FIFO,1,20,45.72,160.49,0.05,351%,155,66
MIXED,SCHED_FIFO,1,20,45.29,162.53,0.09,359%,158,72
MIXED,SCHED_FIFO,1,20,44.43,161.15,0.08,362%,161,64
MIXED,SCHED_FIFO,1,20,45.44,164.61,0.08,362%,161,67
MIXED,SCHED_FIFO,1,20,46.99,162.84,0.11,346%,148,72
MIXED,SCHED_FIFO,1,20,43.55,161.37,0.04,370%,161,67
MIXED,SCHED_FIFO,1,20,44.12,156.7,0.03,355%,149,73
MIXED,SCHED_FIFO,1,20,45.46,161.59,0.08,355%,153,72
MIXED,SCHED_FIFO,1,20,45.27,165.45,0.04,365%,165,65
MIXED,SCHED_FIFO,1,20,42.59,158.5,0.04,372%,161,99
MIXED,SCHED_FIFO,1,20,46.66,162.54,0.07,348%,153,66
MIXED,SCHED_FIFO,1,20,45.15,161.15,0.06,357%,157,152
MIXED,SCHED_FIFO,1,20,45.17,166.43,0.04,368%,168,66
MIXED,SCHED_FIFO,1,20,43.06,160.58,0.08,373%,161,78
MIXED,SCHED_FIFO,1,20,45.65,161.55,0.05,354%,153,74
MIXED,SCHED_FIFO,1,20,46.3,162.13,0.09,350%,153,76
MIXED,SCHED_FIFO,1,20,44.39,165.72,0.06,373%,165,68
MIXED,SCHED_FIFO,1,20,46.27,164.19,0.05,354%,159,71
MIXED,SCHED_FIFO,1,20,46.21,162.58,0.02,351%,153,68
MIXED,SCHED_FIFO,1,20,42.87,159.07,0.03,371%,157,68
MIXED,SCHED_FIFO,1,20,45.46,163.97,0.04,360%,161,80
MIXED,SCHED_FIFO,1,20,44.61,163.81,0.06,367%,161,88
MIXED,SCHED_FIFO,1,20,43.58,159.76,0.05,366%,161,95
MIXED,SCHED_FIFO,1,20,44.53,158.1,0.04,355%,153,73
MIXED,SCHED_FIFO,1,20,44.6,161.49,0.04,362%,157,64
MIXED,SCHED_FIFO,1,20,47.16,165.93,0.1,352%,161,68
MIXED,SCHED_FIFO,1,20,44.18,153.47,0.08,347%,145,72
MIXED,SCHED_FIFO,1,20,45.69,165.83,0.05,363%,166,68
MIXED,SCHED_FIFO,1,20,43.64,156.43,0.09,358%,153,71
MIXED,SCHED_FIFO,1,20,48.13,167.58,0.03,348%,154,74
MIXED,SCHED_FIFO,1,20,45.76,166.8,0.03,364%,166,71
MIXED,SCHED_FIFO,1,20,43.59,164.1,0.07,376%,167,68
MIXED,SCHED_FIFO,1,20,48.34,171.13,0.05,354%,162,89
MIXED,SCHED_FIFO,1,20,47.17,170.03,0.08,360%,162,71
MIXED,SCHED_FIFO,1,20,47.46,164.51,0.08,346%,153,67
MIXED,SCHED_FIFO,1,20,46.7,169.55,0.06,363%,168,70
MIXED,SCHED_FIFO,1,20,43.89,163.59,0.08,372%,165,69
MIXED,SCHED_FIFO,1,20,45.99,167.92,0.07,365%,165,67
MIXED,SCHED_FIFO,1,20,48.53,169.21,0.06,348%,159,66
MIXED,SCHED_FIFO,1,20,47.49,165.32,0.09,348%,153,85
MIXED,SCHED_FIFO,1,20,45.03,157.23,0.06,349%,152,71
MIXED,SCHED_FIFO,1,20,46.69,167.48,0.07,358%,159,67
MIXED,SCHED_FIFO,1,20,43.94,162.8,0.04,370%,164,67
MIXED,SCHED_FIFO,1,20,44.53,163,0.06,366%,165,70
MIXED,SCHED_FIFO,1,20,43.53,152.26,0.02,349%,141,72
MIXED,SCHED_FIFO,1,20,45.78,165.93,0.08,362%,161,70
MIXED,SCHED_FIFO,1,20,48.08,165.69,0.09,344%,155,70
MIXED,SCHED_FIFO,1,20,45.32,157.43,0.12,347%,145,71
MIXED,SCHED_FIFO,1,20,47.99,168.62,0.12,351%,157,72
MIXED,SCHED_FIFO,1,20,48.34,165.85,0.06,343%,157,66
MIXED,SCHED_FIFO,1,20,47.81,170.13,0.08,355%,162,70
MIXED,SCHED_FIFO,1,20,47.71,169.43,0.06,355%,164,69
MIXED,SCHED_FIFO,1,20,46.88,167.38,0.06,357%,165,70
MIXED,SCHED_FIFO,1,20,48.21,171.32,0.08,355%,165,67
MIXED,SCHED_FIFO,1,20,45.13,164.71,0.04,365%,161,67
MIXED,SCHED_FIFO,1,20,44.2,162.23,0.08,367%,157,64
MIXED,SCHED_FIFO,1,20,47.93,169.14,0.1,353%,164,75
MIXED,SCHED_FIFO,1,20,46.41,172.13,0.06,370%,173,68
MIXED,SCHED_FIFO,1,20,44.01,162.56,0.1,369%,162,69
MIXED,SCHED_FIFO,1,20,46.04,160.42,0.13,348%,149,70
MIXED,SCHED_FIFO,1,20,47.07,168.77,0.1,358%,164,71
MIXED,SCHED_FIFO,1,20,44.79,162.04,0.06,361%,161,73
MIXED,SCHED_FIFO,1,20,45.83,159.57,0.1,348%,149,66
MIXED,SCHED_FIFO,1,20,42.43,152.74,0.05,360%,149,70
MIXED,SCHED_FIFO,1,20,47.64,166.68,0.08,350%,156,69
MIXED,SCHED_FIFO,1,20,48.12,168.89,0.09,351%,161,70
MIXED,SCHED_FIFO,1,20,44.36,159.85,0.04,360%,153,67
MIXED,SCHED_FIFO,1,20,47.53,166.69,0.06,350%,161,71
MIXED,SCHED_FIFO,1,20,48.58,170.86,0.12,351%,155,89
MIXED,SCHED_FIFO,1,20,43.8,158.94,0.08,363%,155,66
MIXED,SCHED_FIFO,1,20,48.83,171.15,0.06,350%,163,67
MIXED,SCHED_FIFO,1,20,48.1,169.83,0.08,353%,164,91
MIXED,SCHED_FIFO,1,20,45.84,165.13,0.07,360%,161,69
MIXED,SCHED_FIFO,1,20,47.73,169.94,0.08,356%,162,66
MIXED,SCHED_FIFO,1,20,46.7,163.56,0.1,350%,156,68
MIXED,SCHED_FIFO,1,20,44.07,165.35,0.03,375%,168,70
MIXED,SCHED_FIFO,1,20,46.94,164.86,0.04,351%,154,87
MIXED,SCHED_FIFO,1,20,47.9,172.19,0.08,359%,167,68
MIXED,SCHED_FIFO,1,20,44.85,160.22,0.07,357%,157,74
MIXED,SCHED_FIFO,1,20,47.63,168.6,0.08,354%,158,70
MIXED,SCHED_FIFO,1,20,46.81,168.93,0.05,361%,166,70
MIXED,SCHED_FIFO,1,20,47.98,174.25,0.08,363%,169,70
MIXED,SCHED_FIFO,1,20,47.44,168.48,0.1,355%,165,66
MIXED,SCHED_FIFO,1,20,47.83,171.67,0.07,359%,168,89
MIXED,SCHED_FIFO,1,20,48.4,170.43,0.07,352%,164,68
MIXED,SCHED_FIFO,1,20,46.61,174.34,0.03,374%,177,84
MIXED,SCHED_FIFO,1,20,42.62,155.74,0.05,365%,152,68
MIXED,SCHED_FIFO,1,20,45.51,168.06,0.07,369%,169,67
MIXED,SCHED_FIFO,1,20,45.08,166.83,0.07,370%,165,69
MIXED,SCHED_FIFO,1,20,47.67,169.05,0.1,354%,157,87
MIXED,SCHED_FIFO,1,20,44.33,165.03,0.07,372%,165,67
MIXED,SCHED_OTHER,1,20,41.08,157.53,0.25,384%,33957,113
MIXED,SCHED_OTHER,1,20,39.11,149.94,0.07,383%,30850,97
MIXED,SCHED_OTHER,1,20,41.77,159.96,0.19,383%,33189,94
MIXED,SCHED_OTHER,1,20,41.13,157.58,0.14,383%,32837,91
MIXED,SCHED_OTHER,1,20,40.36,154.69,0.12,383%,32891,92
MIXED,SCHED_OTHER,1,20,40.35,154.94,0.13,384%,33785,87
MIXED,SCHED_OTHER,1,20,41.17,157.52,0.14,382%,32149,92
MIXED,SCHED_OTHER,1,20,38.46,147.43,0.12,383%,30361,95
MIXED,SCHED_OTHER,1,20,41.82,159.68,0.15,382%,33640,85
MIXED,SCHED_OTHER,1,20,41.81,159.53,0.18,381%,33641,91
MIXED,SCHED_OTHER,1,20,40.29,153.98,0.13,382%,32376,96
MIXED,SCHED_OTHER,1,20,40.23,154.61,0.07,384%,32031,92
MIXED,SCHED_OTHER,1,20,41.34,159.06,0.11,385%,32665,97
MIXED,SCHED_OTHER,1,20,39.05,149.31,0.12,382%,32388,91
MIXED,SCHED_OTHER,1,20,41.78,158.44,0.19,379%,32948,88
MIXED,SCHED_OTHER,1,20,41.77,158.64,0.13,380%,34306,100
MIXED,SCHED_OTHER,1,20,41.57,158.15,0.14,380%,32625,94
MIXED,SCHED_OTHER,1,20,38.12,146.66,0.12,384%,30626,96
MIXED,SCHED_OTHER,1,20,40.82,156.07,0.15,382%,32226,98
MIXED,SCHED_OTHER,1,20,41.18,157.46,0.12,382%,32783,95
MIXED,SCHED_OTHER,1,20,39.73,151.12,0.11,380%,32788,95
MIXED,SCHED_OTHER,1,20,42.21,160.09,0.16,379%,34090,91
MIXED,SCHED_OTHER,1,20,42.35,162.01,0.14,382%,33535,93
MIXED,SCHED_OTHER,1,20,40.39,155.55,0.1,385%,32843,94
MIXED,SCHED_OTHER,1,20,40.11,153.66,0.14,383%,31552,97
MIXED,SCHED_OTHER,1,20,41.61,159.13,0.11,382%,33484,94
MIXED,SCHED_OTHER,1,20,38.85,150.34,0.1,387%,31475,100
MIXED,SCHED_OTHER,1,20,38.9,149.37,0.12,384%,32541,87
MIXED,SCHED_OTHER,1,20,42.13,160.11,0.13,380%,33534,96
MIXED,SCHED_OTHER,1,20,41.48,158.74,0.11,382%,33260,87
MIXED,SCHED_OTHER,1,20,40.26,155.03,0.14,385%,32186,89
MIXED,SCHED_OTHER,1,20,40.35,153.97,0.11,381%,31485,92
MIXED,SCHED_OTHER,1,20,40.99,158.16,0.11,386%,33442,95
MIXED,SCHED_OTHER,1,20,41.75,159.45,0.1,382%,34021,107
MIXED,SCHED_OTHER,1,20,42.95,164.61,0.12,383%,35395,87
MIXED,SCHED_OTHER,1,20,40.11,154.05,0.16,384%,32584,91
MIXED,SCHED_OTHER,1,20,42.37,160.82,0.12,379%,34076,92
MIXED,SCHED_OTHER,1,20,42.41,161.49,0.08,380%,32057,88
MIXED,SCHED_OTHER,1,20,42.38,162.27,0.14,383%,33571,96
MIXED,SCHED_OTHER,1,20,41.6,158.55,0.1,381%,33037,95
MIXED,SCHED_OTHER,1,20,39.89,153.07,0.13,384%,32701,94
MIXED,SCHED_OTHER,1,20,40.84,157.24,0.12,385%,32427,92
MIXED,SCHED_OTHER,1,20,42.95,164.55,0.18,383%,34397,98
MIXED,SCHED_OTHER,1,20,39.34,150.04,0.16,381%,31183,93
MIXED,SCHED_OTHER,1,20,43.66,165.95,0.17,380%,35068,91
MIXED,SCHED_OTHER,1,20,41.14,157.42,0.13,382%,33131,103
MIXED,SCHED_OTHER,1,20,40.76,155.65,0.17,382%,33536,95
MIXED,SCHED_OTHER,1,20,39.94,153.73,0.12,385%,31723,86
MIXED,SCHED_OTHER,1,20,39.39,151.7,0.11,385%,32408,95
MIXED,SCHED_OTHER,1,20,41.42,158,0.14,381%,32472,91
MIXED,SCHED_OTHER,1,20,41.34,158.11,0.08,382%,32234,90
MIXED,SCHED_OTHER,1,20,39.22,150.66,0.12,384%,32802,93
MIXED,SCHED_OTHER,1,20,42.87,163.63,0.14,382%,34811,93
MIXED,SCHED_OTHER,1,20,42.21,162.15,0.12,384%,34303,90
MIXED,SCHED_OTHER,1,20,40.3,154.26,0.15,383%,32429,92
MIXED,SCHED_OTHER,1,20,38.81,148.15,0.15,382%,30014,93
MIXED,SCHED_OTHER,1,20,38.54,147.68,0.11,383%,30764,97
MIXED,SCHED_OTHER,1,20,39.58,150.76,0.14,381%,32405,82
MIXED,SCHED_OTHER,1,20,39.89,152.62,0.11,382%,31082,107
MIXED,SCHED_OTHER,1,20,38.96,148.84,0.16,382%,30937,95
MIXED,SCHED_OTHER,1,20,38.69,148.03,0.14,382%,30477,93
MIXED,SCHED_OTHER,1,20,38.34,148.04,0.1,386%,30945,93
MIXED,SCHED_OTHER,1,20,39.29,149.15,0.15,379%,31642,91
MIXED,SCHED_OTHER,1,20,39.35,150.34,0.13,382%,31150,85
MIXED,SCHED_OTHER,1,20,39.99,151.93,0.11,380%,33301,89
MIXED,SCHED_OTHER,1,20,39.91,151.33,0.1,379%,33157,90
MIXED,SCHED_OTHER,1,20,38.85,149.23,0.13,384%,31460,92
MIXED,SCHED_OTHER,1,20,39.26,149.56,0.2,381%,32456,94
MIXED,SCHED_OTHER,1,20,39.53,150.8,0.15,381%,30558,95
MIXED,SCHED_OTHER,1,20,39.26,150.62,0.14,384%,31922,89
MIXED,SCHED_OTHER,1,20,38.58,147.35,0.2,382%,31530,98
MIXED,SCHED_OTHER,1,20,40.1,153.98,0.12,384%,32926,85
MIXED,SCHED_OTHER,1,20,39.7,152.25,0.12,383%,32393,93
MIXED,SCHED_OTHER,1,20,40.77,155.05,0.14,380%,32582,90
MIXED,SCHED_OTHER,1,20,40.46,154.77,0.18,382%,31241,93
MIXED,SCHED_OTHER,1,20,39.01,150.28,0.1,385%,32891,103
MIXED,SCHED_OTHER,1,20,42.74,162.55,0.16,380%,35621,90
MIXED,SCHED_OTHER,1,20,41.27,156.83,0.15,380%,34371,92
MIXED,SCHED_OTHER,1,20,39.63,151.15,0.12,381%,31188,94
MIXED,SCHED_OTHER,1,20,40.17,154.37,0.16,384%,31295,93
MIXED,SCHED_OTHER,1,20,39.53,151.53,0.12,383%,30670,101
MIXED,SCHED_OTHER,1,20,41.01,155.33,0.1,378%,32524,96
MIXED,SCHED_OTHER,1,20,38.99,149.79,0.11,384%,32281,93
MIXED,SCHED_OTHER,1,20,42.77,162.93,0.13,381%,33325,92
MIXED,SCHED_OTHER,1,20,41.65,158.1,0.16,379%,32822,84
MIXED,SCHED_OTHER,1,20,39.85,150.87,0.18,379%,32164,84
MIXED,SCHED_OTHER,1,20,40.24,153.51,0.14,381%,32021,82
MIXED,SCHED_OTHER,1,20,40.31,155.13,0.13,385%,33049,97
MIXED,SCHED_OTHER,1,20,40.77,156.2,0.12,383%,32942,90
MIXED,SCHED_OTHER,1,20,39.05,149.35,0.11,382%,32645,92
MIXED,SCHED_OTHER,1,20,42.56,162.03,0.15,381%,32764,93
MIXED,SCHED_OTHER,1,20,41.09,156.95,0.1,382%,32466,93
MIXED,SCHED_OTHER,1,20,39.46,151.29,0.07,383%,31795,92
MIXED,SCHED_OTHER,1,20,39.41,151.97,0.16,385%,31891,87
MIXED,SCHED_OTHER,1,20,40.41,153.24,0.12,379%,32658,96
MIXED,SCHED_OTHER,1,20,41.01,157.08,0.16,383%,32251,97
MIXED,SCHED_OTHER,1,20,39.37,150.34,0.12,382%,33191,94
MIXED,SCHED_OTHER,1,20,42.56,161.63,0.17,380%,35372,87
MIXED,SCHED_OTHER,1,20,40.79,156.72,0.2,384%,32879,96
MIXED,SCHED_OTHER,1,20,39.79,151.44,0.15,380%,31838,83
MIXED,SCHED_OTHER,1,20,39.69,152.99,0.12,385%,30964,93
MIXED,SCHED_OTHER,1,20,40.3,154.34,0.14,383%,32075,93
MIXED,SCHED_OTHER,1,20,40.76,156.31,0.16,383%,33166,91
MIXED,SCHED_OTHER,1,20,39.44,149.58,0.13,379%,32685,125
MIXED,SCHED_OTHER,1,20,42.81,162.15,0.13,379%,34181,89
MIXED,SCHED_OTHER,1,20,40.61,156.08,0.15,384%,31589,79
MIXED,SCHED_OTHER,1,20,39.64,151.27,0.12,381%,32035,88
MIXED,SCHED_OTHER,1,20,39.98,153.35,0.12,383%,32856,99
MIXED,SCHED_OTHER,1,20,41.02,156,0.12,380%,33413,89
MIXED,SCHED_OTHER,1,20,41.36,157.5,0.17,381%,33288,85
MIXED,SCHED_OTHER,1,20,39.15,150.1,0.11,383%,32530,92
MIXED,SCHED_OTHER,1,20,42.79,161.82,0.2,378%,33443,88
MIXED,SCHED_OTHER,1,20,41.29,156.96,0.15,380%,32738,89
MIXED,SCHED_OTHER,1,20,39.51,150.46,0.13,381%,31401,93
MIXED,SCHED_OTHER,1,20,39.64,152.46,0.1,384%,31789,96
MIXED,SCHED_OTHER,1,20,40.49,155.3,0.12,383%,31773,85
MIXED,SCHED_OTHER,1,20,41.81,159.38,0.12,381%,33042,96
MIXED,SCHED_OTHER,1,20,38.73,149.54,0.08,386%,31539,103
MIXED,SCHED_OTHER,1,20,42.44,162.48,0.04,382%,33568,103
MIXED,SCHED_OTHER,1,20,41.28,157.2,0.14,381%,33323,120
MIXED,SCHED_OTHER,1,20,39.56,150.58,0.15,380%,31901,108
MIXED,SCHED_OTHER,1,20,39.72,153.28,0.12,386%,32259,99
MIXED,SCHED_OTHER,1,20,40.38,155.14,0.1,384%,32264,90
MIXED,SCHED_OTHER,1,20,40.61,155.41,0.08,382%,31504,89
MIXED,SCHED_OTHER,1,20,38.83,149.12,0.15,384%,33190,93
MIXED,SCHED_OTHER,1,20,40.42,154.5,0.11,382%,34069,85
MIXED,SCHED_OTHER,1,20,42.05,159.89,0.1,380%,33957,95
MIXED,SCHED_OTHER,1,20,40.56,154.96,0.13,382%,33436,98
MIXED,SCHED_OTHER,1,20,40.87,156.38,0.12,382%,32586,94
MIXED,SCHED_OTHER,1,20,39.07,149.11,0.12,381%,31099,89
MIXED,SCHED_OTHER,1,20,40.87,155.71,0.12,381%,33373,86
MIXED,SCHED_OTHER,1,20,41,157.18,0.12,383%,32630,94
MIXED,SCHED_OTHER,1,20,41.73,158.23,0.11,379%,32693,93
MIXED,SCHED_OTHER,1,20,41.03,156.35,0.15,381%,32519,92
MIXED,SCHED_OTHER,1,20,41.71,159.41,0.1,382%,31939,90
MIXED,SCHED_OTHER,1,20,41.45,158.72,0.13,383%,33069,86
MIXED,SCHED_OTHER,1,20,42.2,159.94,0.15,379%,33982,86
MIXED,SCHED_OTHER,1,20,42.29,160.28,0.09,379%,33372,102
MIXED,SCHED_OTHER,1,20,39.51,151.79,0.08,384%,31511,86
MIXED,SCHED_OTHER,1,20,40.1,153.74,0.08,383%,31552,90
MIXED,SCHED_OTHER,1,20,41.43,158.2,0.11,382%,31772,83
MIXED,SCHED_OTHER,1,20,39.02,150.1,0.11,384%,32577,90
MIXED,SCHED_OTHER,1,20,42.73,162.25,0.15,380%,35422,90
MIXED,SCHED_OTHER,1,20,41.22,157.23,0.12,381%,33001,110
MIXED,SCHED_OTHER,1,20,39.7,152.13,0.12,383%,31947,86
MIXED,SCHED_OTHER,1,20,40.18,153.19,0.13,381%,31396,93
MIXED,SCHED_OTHER,1,20,40.67,156.18,0.07,384%,31878,85
MIXED,SCHED_OTHER,1,20,40.84,156.44,0.12,383%,33070,90
MIXED,SCHED_OTHER,1,20,38.88,148.83,0.14,383%,32058,92
MIXED,SCHED_OTHER,1,20,40,152.42,0.16,381%,32874,87
MIXED,SCHED_OTHER,1,20,42.18,160.89,0.1,381%,33567,89
MIXED,SCHED_OTHER,1,20,41.61,158.99,0.1,382%,33011,78
MIXED,SCHED_OTHER,1,20,39.87,150.55,0.12,377%,31522,91
MIXED,SCHED_OTHER,1,20,41.74,159.66,0.07,382%,33610,89
MIXED,SCHED_OTHER,1,20,41.43,157.52,0.12,380%,32814,94
MIXED,SCHED_OTHER,1,20,41.25,156.86,0.11,380%,32254,97
MIXED,SCHED_OTHER,1,20,42.05,158.88,0.08,378%,32748,93
MIXED,SCHED_OTHER,1,20,42.08,160.38,0.11,381%,33558,92
MIXED,SCHED_OTHER,1,20,42.15,160.09,0.13,380%,33139,96
MIXED,SCHED_OTHER,1,20,41.45,157.44,0.16,380%,32501,129
MIXED,SCHED_OTHER,1,20,41.56,157,0.14,378%,33029,98
MIXED,SCHED_OTHER,1,20,42,161.02,0.08,383%,33485,100
MIXED,SCHED_OTHER,1,20,42.68,160.67,0.24,377%,34475,81
MIXED,SCHED_OTHER,1,20,41.72,158.24,0.13,379%,32095,91
MIXED,SCHED_OTHER,1,20,41.46,157.54,0.15,380%,32071,94
MIXED,SCHED_OTHER,1,20,41.26,157.1,0.15,381%,33504,96
MIXED,SCHED_OTHER,1,20,41.67,159.09,0.1,382%,33701,92
MIXED,SCHED_OTHER,1,20,42.1,160.16,0.11,380%,33934,94
MIXED,SCHED_OTHER,1,20,41.82,158.39,0.16,379%,32871,91
MIXED,SCHED_OTHER,1,20,41.34,157.86,0.12,382%,32637,96
MIXED,SCHED_OTHER,1,20,41.21,156.44,0.15,379%,33386,92
MIXED,SCHED_OTHER,1,20,41.51,158.36,0.13,381%,32846,93
MIXED,SCHED_OTHER,1,20,42.11,161.08,0.12,382%,34116,96
MIXED,SCHED_OTHER,1,20,41.41,158.52,0.08,382%,32245,94
MIXED,SCHED_OTHER,1,20,41.06,156.71,0.13,381%,32632,93
MIXED,SCHED_OTHER,1,20,41.11,156.82,0.07,381%,32090,95
MIXED,SCHED_OTHER,1,20,42.22,159.14,0.14,377%,34361,98
MIXED,SCHED_OTHER,1,20,41.8,160.26,0.16,383%,34226,92
MIXED,SCHED_OTHER,1,20,41.47,158.3,0.15,382%,33578,93
MIXED,SCHED_OTHER,1,20,40.96,157.11,0.12,383%,33086,93
MIXED,SCHED_OTHER,1,20,41.01,156.78,0.1,382%,31652,87
MIXED,SCHED_OTHER,1,20,41.96,159.36,0.18,380%,33623,85
MIXED,SCHED_OTHER,1,20,42.57,160.99,0.1,378%,34227,90
MIXED,SCHED_OTHER,1,20,41.66,158.23,0.16,380%,33798,89
MIXED,SCHED_OTHER,1,20,40.96,156.86,0.14,383%,33752,90
MIXED,SCHED_OTHER,1,20,41.7,156.68,0.18,376%,33410,90
MIXED,SCHED_OTHER,1,20,41.87,159.28,0.12,380%,31842,91
MIXED,SCHED_OTHER,1,20,42.25,160.79,0.1,380%,33242,90
MIXED,SCHED_OTHER,1,20,41.76,158.22,0.15,379%,33042,88
MIXED,SCHED_OTHER,1,20,41.42,157.48,0.1,380%,33396,90
MIXED,SCHED_OTHER,1,20,41.68,157.06,0.15,377%,33048,94
MIXED,SCHED_OTHER,1,20,41.87,159.2,0.15,380%,32894,86
MIXED,SCHED_OTHER,1,20,42.17,160.16,0.12,380%,32939,91
MIXED,SCHED_OTHER,1,20,41.71,159.44,0.18,382%,32754,98
MIXED,SCHED_OTHER,1,20,41.51,158.67,0.12,382%,32905,84
MIXED,SCHED_OTHER,1,20,41.26,156.32,0.14,379%,32780,92
MIXED,SCHED_OTHER,1,20,41.89,159.38,0.14,380%,33407,91
MIXED,SCHED_OTHER,1,20,42.59,160.36,0.21,377%,33655,88
MIXED,SCHED_OTHER,1,20,41.62,158.38,0.16,380%,31586,95
MIXED,SCHED_OTHER,1,20,41.15,157.24,0.11,382%,31973,115
MIXED,SCHED_OTHER,1,20,41.21,157.08,0.13,381%,34095,88
MIXED,SCHED_OTHER,1,20,42.09,160.37,0.14,381%,32756,89
MIXED,SCHED_OTHER,1,20,41.84,159.36,0.12,381%,32614,92
MIXED,SCHED_OTHER,1,20,41.33,158.2,0.12,383%,32676,95
MIXED,SCHED_OTHER,1,20,41.12,157.55,0.12,383%,32579,89
MIXED,SCHED_OTHER,1,20,41.23,157.33,0.13,381%,31967,83
MIXED,SCHED_OTHER,1,20,42.01,159.39,0.07,379%,32416,85
MIXED,SCHED_OTHER,1,20,42.32,160.89,0.15,380%,34174,95
MIXED,SCHED_OTHER,1,20,41.57,159.41,0.13,383%,33798,93
MIXED,SCHED_OTHER,1,20,40.96,156.65,0.2,382%,32755,91
MIXED,SCHED_OTHER,1,20,41.64,156.76,0.21,376%,32385,86
MIXED,SCHED_OTHER,1,20,41.9,159.98,0.1,382%,32569,90
MIXED,SCHED_OTHER,1,20,41.98,160.27,0.08,381%,32159,93
MIXED,SCHED_OTHER,1,20,41.92,158.46,0.16,378%,32999,88
MIXED,SCHED_OTHER,1,20,41.24,157.27,0.12,381%,32420,96
MIXED,SCHED_OTHER,1,20,40.9,156.2,0.12,382%,31377,87
MIXED,SCHED_OTHER,1,20,41.99,158.93,0.16,378%,33283,93
MIXED,SCHED_OTHER,1,20,42.8,160.8,0.15,376%,33557,90
